objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
2651807,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-11,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.39520"," -80.58397",WGS84     ,WAAS GPS,,,,,,,,,,,,"11",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40587",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Visitor's Center on SR-9336""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651808,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-10-11,2013-02-05,2013-02-05,"""Monroe, Florida, United States""","  25.13870"," -80.93763",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40588",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, parking lot at Eco Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651809,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-16,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.39518"," -80.58400",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40589",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Visitor's Center on SR-9336""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651810,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-16,2013-02-05,2013-03-01,"""Miami-Dade, Florida, United States""","  25.44077"," -80.78351",WGS84     ,WAAS GPS,,,,,,,,,,,,"2",,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"40590",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Pa-Hay-Okee Overlook parking lot""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651811,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-16,2013-02-05,2013-02-05,"""Monroe, Florida, United States""","  25.13869"," -80.93768",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40591",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, parking lot at Eco Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651812,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-10-16,2013-02-05,2013-02-05,"""Monroe, Florida, United States""","  25.13869"," -80.93768",WGS84     ,WAAS GPS,,,,,,,,,,,,"3",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40592",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, parking lot at Eco Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651813,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-21,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.39520"," -80.58393",WGS84     ,WAAS GPS,,,,,,,,,,,,"5",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40593",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Visitor's Center on SR-9336""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651814,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-10-21,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.25367"," -80.79793",WGS84     ,WAAS GPS,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40594",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, Nine Mile Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651815,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-10-21,2013-02-05,2013-02-05,"""Monroe, Florida, United States""","  25.13868"," -80.93764",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40595",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, parking lot at Eco Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651816,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Osteopilus septentrionalis,Cuban treefrog,Introduced,Detected,Positive,2012-10-21,2013-02-05,2013-02-05,"""Monroe, Florida, United States""","  25.13868"," -80.93764",WGS84     ,WAAS GPS,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40596",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades National Park, parking lot at Eco Pond""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651817,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2012-10-22,2013-02-05,2013-02-05,"""Miami-Dade, Florida, United States""","  25.76166"," -80.50225",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40597",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades and Francis S. Taylor Wildlife Management Area, north bank L-29 canal at S334""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
2651819,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Anolis sagrei,brown anole,Introduced,Detected,Positive,2012-10-23,2013-02-05,2013-02-05,"""Broward, Florida, United States""","  26.14474"," -80.44799",WGS84     ,WAAS GPS,,,,,,,,,,,,"3",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"40599",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""EIRAMP 2012. Everglades Invasive Reptile and Amphibian Monitoring Program database. University of Florida, Fort Lauderdale Research and Education Center, Davie, Florida. (Accessed November 9, 2012).""","""Everglades and Francis S. Taylor Wildlife Management Area, L-37 at I-75""",,2013-02-05,Florida Fish and Wildlife Conservation Commission,Expertise,Verified,Verified,,"1"
